property_type,property_price,property_description,property_address,property_hyperlink
house for sale,"$595,000",2 Beds | 1 Bath | 756 Sq. Ft.,"3327 Meade Ave, San Diego, CA 92116",https://www.redfin.com/CA/San-Diego/3327-Meade-Ave-92116/home/5323712
house for sale,"$539,900","4 Beds | 2.75 Baths | 2,700 Sq. Ft.","19437 Fortunello Ave, Riverside, CA 92508",https://www.redfin.com/CA/Corona/1742-Garretson-Ave-92879/home/4318531
house for sale,"$425,000","3 Beds | 2.75 Baths | 1,842 Sq. Ft.","1347 Malaga Dr, Riverside, CA 92509",https://www.redfin.com/CA/Corona/530-Pointe-Vista-Ct-92881/home/4306339
house for sale,"$449,900","3 Beds | 2 Baths | 1,898 Sq. Ft.","4353 Wright Brothers St, Jurupa Valley, CA 92509",https://www.redfin.com/CA/Corona/3182-Sagewood-Ln-92882/home/4216593
house for sale,"$419,900","4 Beds | 2 Baths | 1,433 Sq. Ft.","5322 Kent Ave, Riverside, CA 92503",https://www.redfin.com/CA/Corona/27367-Echo-Canyon-Ct-92883/home/5420226
house for sale,"$469,000","4 Beds | 2.75 Baths | 2,149 Sq. Ft.","5746 Applecross Dr, Riverside, CA 92507",https://www.redfin.com/CA/Corona/1257-Elysia-St-92882/home/6525797
house for sale,"$399,888","4 Beds | 1.75 Baths | 1,290 Sq. Ft.","5065 Blanchard Dr, Riverside, CA 92504",https://www.redfin.com/CA/Corona/13907-San-Aliso-Ct-92880/home/6606818
house for sale,"$579,719","6 Beds | 3 Baths | 3,099 Sq. Ft.","7661 Ayr Ct, Riverside, CA 92508",https://www.redfin.com/CA/Eastvale/14153-Poppy-View-Ct-92880/home/6527998
house for sale,"$489,900","3 Beds | 2 Baths | 1,631 Sq. Ft.","4627 Brookhill, Jurupa Valley, CA 92509",https://www.redfin.com/CA/Corona/2048-Newton-Dr-92882/home/4376934
house for sale,"$379,900","3 Beds | 2 Baths | 1,210 Sq. Ft.","3468 Barnaby Ct, Riverside, CA 92504",https://www.redfin.com/CA/Corona/958-Foxtail-Dr-92880/home/4536327
house for sale,"$419,900","4 Beds | 2 Baths | 1,550 Sq. Ft.","4689 Fairbanks Ave, Riverside, CA 92509",https://www.redfin.com/CA/Corona/2049-Fairmont-Dr-92882/home/4345423
house for sale,"$359,000","4 Beds | 2 Baths | 1,285 Sq. Ft.","6468 Juanro Way, Riverside, CA 92504",https://www.redfin.com/CA/Corona/2355-Heritage-Dr-92882/home/4393260
house for sale,"$615,000","3 Beds | 1.75 Baths | 2,609 Sq. Ft.","7435 Laurie Dr, Riverside, CA 92506",https://www.redfin.com/CA/Corona/723-Ramona-Ave-92879/home/4497860
house for sale,"$379,000","3 Beds | 2 Baths | 1,025 Sq. Ft.","4850 Talley Ct, Riverside, CA 92503",https://www.redfin.com/CA/Corona/1076-Border-Ave-92882/home/6307404
house for sale,"$419,900","3 Beds | 3 Baths | 1,464 Sq. Ft.","6158 Rochelle Ct, Riverside, CA 92509",https://www.redfin.com/CA/Corona/14105-Riverglen-Dr-92880/home/52411215
house for sale,"$529,000","4 Beds | 2.5 Baths | 2,621 Sq. Ft.","8923 Greenlawn St, Riverside, CA 92508",https://www.redfin.com/CA/Corona/1330-Williamsburg-Ln-92882/home/4394321
house for sale,"$509,867","3 Beds | 1.75 Baths | 1,862 Sq. Ft.","14275 Meadowlands Dr, Riverside, CA 92503",https://www.redfin.com/CA/Corona/1057-Bolton-St-92880/home/12299171
house for sale,"$489,888","4 Beds | 2 Baths | 1,750 Sq. Ft.","255 Frost Ct, Riverside, CA 92507",https://www.redfin.com/CA/Corona/2051-Fairmont-Dr-92882/home/4345427
house for sale,"$389,000","3 Beds | 1.5 Baths | 1,337 Sq. Ft.","3687 Mariella St, Riverside, CA 92504",https://www.redfin.com/CA/Corona/22783-Ash-St-92883/home/5125181
house for sale,"$435,000","3 Beds | 2.5 Baths | 1,323 Sq. Ft.","870 Clover Ln, Corona, CA 92880",https://www.redfin.com/CA/Berkeley/2296-Ashby-Ave-94705/home/982370
house for sale,"$480,000","4 Beds | 3 Baths | 2,041 Sq. Ft.","9115 Desert Acacia Ln, Corona, CA 92883",https://www.redfin.com/CA/Berkeley/2121-Woolsey-St-94705/home/632998
house for sale,"$530,000","3 Beds | 3 Baths | 2,606 Sq. Ft.","1742 Garretson Ave, Corona, CA 92879",https://www.redfin.com/CA/Berkeley/1347-La-Loma-Ave-94708/home/1609373
house for sale,"$488,000","4 Beds | 2.5 Baths | 1,750 Sq. Ft.","530 Pointe Vista Ct, Corona, CA 92881",https://www.redfin.com/CA/Kensington/819-Coventry-Rd-94707/home/1864287
house for sale,"$499,999","3 Beds | 2 Baths | 1,312 Sq. Ft.","3182 Sagewood Ln, Corona, CA 92882",https://www.redfin.com/CA/Berkeley/1538-Grand-View-Dr-94705/home/170221398
house for sale,"$469,900","4 Beds | 3 Baths | 1,936 Sq. Ft.","27367 Echo Canyon Ct, Corona, CA 92883",https://www.redfin.com/CA/Berkeley/549-San-Luis-Rd-94707/home/1719031
house for sale,"$729,000","5 Beds | 4 Baths | 3,572 Sq. Ft.","1257 Elysia St, Corona, CA 92882",https://www.redfin.com/CA/Berkeley/75-Whitaker-Ave-94708/home/1511256
house for sale,"$635,000","5 Beds | 4 Baths | 3,239 Sq. Ft.","13907 San Aliso Ct, Eastvale, CA 92880",https://www.redfin.com/CA/Berkeley/1186-Miller-Ave-94708/home/705296
house for sale,"$525,000","3 Beds | 2 Baths | 1,828 Sq. Ft.","14153 Poppy View Ct, Eastvale, CA 92880",https://www.redfin.com/CA/Berkeley/150-Bret-Harte-Rd-94708/home/595282
house for sale,"$409,900","3 Beds | 2 Baths | 1,000 Sq. Ft.","2048 Newton Dr, Corona, CA 92882",https://www.redfin.com/CA/Berkeley/6880-Buckingham-Blvd-94705/home/17518431
house for sale,"$437,000","3 Beds | 2.5 Baths | 1,623 Sq. Ft.","958 Foxtail Dr, Corona, CA 92880",https://www.redfin.com/CA/Berkeley/1322-Carrison-St-94702/home/1367370
house for sale,"$489,999","4 Beds | 2.5 Baths | 1,504 Sq. Ft.","2049 Fairmont Dr, Corona, CA 92882",https://www.redfin.com/CA/Berkeley/1985-Tunnel-Rd-94705/home/711696
house for sale,"$500,000","4 Beds | 3 Baths | 2,603 Sq. Ft.","2355 Heritage Dr, Corona, CA 92882",https://www.redfin.com/CA/Berkeley/2018-Ninth-St-94710/unit-D/home/1915531
house for sale,"$479,000","4 Beds | 3 Baths | 2,200 Sq. Ft.","723 Ramona Ave, Corona, CA 92879",https://www.redfin.com/CA/Berkeley/1044-Siler-Pl-94705/home/1717487
house for sale,"$325,000","2 Beds | 2 Baths | 1,074 Sq. Ft.","1076 Border Ave, Corona, CA 92882",https://www.redfin.com/CA/Berkeley/2352-Hilgard-Ave-94709/unit-2352/home/1526671
house for sale,"$570,000","4 Beds | 3 Baths | 2,354 Sq. Ft.","14105 Riverglen Dr, Eastvale, CA 92880",https://www.redfin.com/CA/Berkeley/1633-Stuart-St-94703/home/1963956
house for sale,"$549,900","4 Beds | 2.5 Baths | 1,874 Sq. Ft.","1330 Williamsburg Ln, Corona, CA 92882",https://www.redfin.com/CA/Berkeley/933-Addison-St-94710/unit-D/home/670172
house for sale,"$449,900","4 Beds | 2.5 Baths | 2,145 Sq. Ft.","1057 Bolton St, Corona, CA 92880",https://www.redfin.com/CA/Berkeley/Cragmont-Ave-94708/home/22673494
house for sale,"$454,900","3 Beds | 2.5 Baths | 1,271 Sq. Ft.","2051 Fairmont Dr, Corona, CA 92882",https://www.redfin.com/CA/Berkeley/Campus-Dr-94708/home/22683317
house for sale,"$510,000","4 Beds | 3 Baths | 2,343 Sq. Ft.","22783 Ash St, Corona, CA 92883",https://www.redfin.com/CA/Berkeley/1015-Euclid-Ave-94708/home/1004526
house for sale,"$825,000","2 Beds | 1 Bath | 1,098 Sq. Ft.","2296 Ashby Ave, Berkeley, CA 94705",https://www.redfin.com/CA/Huntington-Beach/2323-Huntington-St-92648/unit-902/home/5560527
house for sale,"$1,150,000","4 Beds | 2 Baths | 2,069 Sq. Ft.","2121 Woolsey St, BERKELEY, CA 94705",https://www.redfin.com/CA/Huntington-Beach/1709-Lake-St-92648/home/3127679
house for sale,"$1,499,000","4 Beds | 2 Baths | 1,854 Sq. Ft.","1347 La Loma Ave, Berkeley, CA 94708",https://www.redfin.com/CA/Huntington-Beach/17301-Wareham-Ln-92649/home/17472943
house for sale,"$1,344,000","3 Beds | 1.5 Baths | 2,161 Sq. Ft.","819 Coventry, Kensington, CA 94707",https://www.redfin.com/CA/Huntington-Beach/5541-Glenstone-Dr-92649/home/3841394
house for sale,"$2,830,000","4 Beds | 3.5 Baths | 4,086 Sq. Ft.","1538 Grand Vw, Berkeley, CA 94705",https://www.redfin.com/CA/Huntington-Beach/18858-Milos-Cir-92648/home/3835442
house for sale,"$995,000","3 Beds | 2 Baths | 1,434 Sq. Ft.","549 San Luis Rd, Berkeley, CA 94707",https://www.redfin.com/CA/Huntington-Beach/19101-Newland-St-92646/home/3794551
house for sale,"$850,000","3 Beds | 1 Bath | 1,210 Sq. Ft.","75 Whitaker Ave, Berkeley, CA 94708",https://www.redfin.com/CA/Huntington-Beach/8472-Clarkdale-Dr-92646/home/3806116
house for sale,"$2,195,000","4 Beds | 3.5 Baths | 3,656 Sq. Ft.","1186 MILLER Ave, Berkeley, CA 94708",https://www.redfin.com/CA/Huntington-Beach/21401-Pensacola-Cir-92646/home/3778966
house for sale,"$2,650,000","4 Beds | 4 Baths | 3,987 Sq. Ft.","150 Bret Harte Rd, Berkeley, CA 94708",https://www.redfin.com/CA/Huntington-Beach/7376-Siena-Dr-92648/home/3551216
house for sale,"$1,599,000","5 Beds | 3.5 Baths | 3,550 Sq. Ft.","6880 Buckingham Blvd, Berkeley, CA 94705",https://www.redfin.com/CA/Huntington-Beach/19351-Bluefish-Ln-92648/unit-104/home/5556548
house for sale,"$1,199,000","3 Beds | 2 Baths | 2,406 Sq. Ft.","1322 Carrison St, Berkeley, CA 94702",https://www.redfin.com/CA/Huntington-Beach/6141-Kelley-Cir-92647/home/3545594
house for sale,"$1,595,000","3 Beds | 3.5 Baths | 4,083 Sq. Ft.","1985 Tunnel Rd, Berkeley, CA 94705",https://www.redfin.com/CA/Huntington-Beach/20102-Shorewood-Cir-92646/home/3785169
house for sale,"$395,000",1 Bed | 1 Bath | 583 Sq. Ft.,"2018 9Th St Unit D, Berkeley, CA 94710",https://www.redfin.com/CA/Huntington-Beach/20342-Bridgeside-Ln-92646/unit-104/home/5511929
house for sale,"$1,250,000","3 Beds | 2 Baths | 2,022 Sq. Ft.","1044 Siler Pl, Berkeley, CA 94705",https://www.redfin.com/CA/Huntington-Beach/17202-Corbina-Ln-92649/unit-208/home/5717879
house for sale,"$879,000","2 Beds | 1.5 Baths | 1,135 Sq. Ft.","2352 Hilgard Ave, Berkeley, CA 94709",https://www.redfin.com/CA/Huntington-Beach/8351-Padrino-Cir-92646/home/3828308
house for sale,"$2,195,000","5 Beds | 4.5 Baths | 2,905 Sq. Ft.","1633 Stuart St, Berkeley, CA 94703",https://www.redfin.com/CA/Huntington-Beach/9806-Bluereef-Dr-92646/home/3775633
house for sale,"$399,000",1 Bed | 1 Bath | 583 Sq. Ft.,"933 Addison St Unit D, Berkeley, CA 94710",https://www.redfin.com/CA/Huntington-Beach/9761-Cornwall-Dr-92646/home/3803041
house for sale,"$800,000",—Beds | —Baths | —Sq. Ft.,"0 Cragmont Ave, Berkeley, CA 94708",https://www.redfin.com/CA/Huntington-Beach/8415-Benjamin-Dr-92647/unit-105/home/5329004
house for sale,"$289,000",—Beds | —Baths | —Sq. Ft.,"0 Campus Dr. Dr, Berkeley, CA 94708",https://www.redfin.com/CA/Huntington-Beach/19447-Surf-Dr-92648/home/3139184
house for sale,"$3,488,888","—Beds | —Baths | 7,050 Sq. Ft.","1015 Euclid Ave, Berkeley, CA 94708",https://www.redfin.com/CA/Huntington-Beach/18032-Clearwater-Cir-92648/home/3832921
